code,name,neighborhood,longitude,latitude,Capacity,Current_Bikes,recommended_adds,recommended_removals
6275,Chambord / Jean-Talon,Villeray-Saint-Michel-Parc-Extension,-73.61053615808486,45.54484558108033,5,3,0,0
6276,de la Roche / Bélanger,Rosemont-La Petite-Patrie,-73.60760450363159,45.54166959576632,10,9,0,2
6277,Louis-Hébert / Beaubien,Rosemont-La Petite-Patrie,-73.592010140419,45.5481863712796,10,3,1,0
6278,Louis-Hébert / St-Zotique,Rosemont-La Petite-Patrie,-73.59576,45.55001,10,10,0,3
6279,Louis-Hébert / Bélanger,Villeray-Saint-Michel-Parc-Extension,-73.59916493296623,45.55158518908433,5,4,0,0
6280,Casgrain / Laurier,Le Plateau-Mont-Royal,-73.5918103158474,45.52437479806464,10,4,0,0
6281,Resther / St-Joseph,Le Plateau-Mont-Royal,-73.58625277876854,45.52769780849099,15,8,0,0
6301,Parc Outremont (Bloomfield / Elmwood),Outremont,-73.60328614711761,45.518309446368,10,5,0,0
6302,Stuart / St-Viateur,Outremont,-73.60779762268066,45.516078703024085,10,3,0,0
6303,Pratt / Van Horne,Outremont,-73.6203020811081,45.51414486304299,10,1,0,0
6304,Rockland / Lajoie,Outremont,-73.614991,45.515617,5,1,4,0
6305,Davaar / de la Côte-Ste-Catherine,Outremont,-73.610871,45.514379,10,3,2,0
6306,Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),Outremont,-73.611429,45.510086,40,11,29,0
6307,Laval / Rachel,Le Plateau-Mont-Royal,-73.57942387461662,45.52017845247635,10,6,0,1
6309,4e avenue / de Verdun,Verdun,-73.57260704040527,45.4568844514464,5,2,0,0
6310,de Soissons / de Darlington,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.62359181046486,45.50687644639119,40,19,21,0
6311,Drolet / St-Zotique,Rosemont-La Petite-Patrie,-73.60941231250763,45.53488214147823,15,15,0,0
6312,de Kent / de la Côte-des-Neiges,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.63305062055588,45.50144933057703,10,10,0,4
6313,Palm / St-Remi,Le Sud-Ouest,-73.589848,45.470303,20,19,0,13
6314,de Lanaudière / Marie-Anne,Le Plateau-Mont-Royal,-73.57480645179749,45.52932643090091,15,1,14,0
6315,Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-Neiges),Côte-des-Neiges-Notre-Dame-de-Grâce,-73.62154394388199,45.49626477461565,45,25,20,0
6316,Swail / Decelles,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.61865252256392,45.49705494399436,30,16,14,0
6321,Gary-Carter / St-Laurent,Villeray-Saint-Michel-Parc-Extension,-73.62244248390198,45.53589982664126,15,9,3,0
6322,St-Dominique / Gounod,Villeray-Saint-Michel-Parc-Extension,-73.62802147865295,45.53873794947064,10,4,0,0
6323,Guizot / St-Laurent,Villeray-Saint-Michel-Parc-Extension,-73.63447487354279,45.53966322230556,5,1,3,0
6324,de Liège / Lajeunesse,Villeray-Saint-Michel-Parc-Extension,-73.63474041223526,45.54560354555274,10,1,0,0
6327,Drolet / Faillon,Villeray-Saint-Michel-Parc-Extension,-73.6208787560463,45.53926979810152,15,9,0,0
6328,De Gaspé / Villeray,Villeray-Saint-Michel-Parc-Extension,-73.62429320812224,45.53893805473212,10,10,0,7
6329,Drolet / Gounod,Villeray-Saint-Michel-Parc-Extension,-73.62637460231781,45.54095134225734,10,9,1,0
6330,de Gaspé / Jarry,Villeray-Saint-Michel-Parc-Extension,-73.63040059804916,45.540780049798,10,9,0,3
6331,Guizot / St-Denis,Villeray-Saint-Michel-Parc-Extension,-73.63246187567711,45.543423548290185,10,4,0,0
6332,de Gaspé / de Liège,Villeray-Saint-Michel-Parc-Extension,-73.63634169101715,45.54248521237199,10,2,8,0
6333,Leman / de Chateaubriand,Villeray-Saint-Michel-Parc-Extension,-73.631103,45.547218,5,2,0,0
6334,Métro Jarry (Lajeunesse / Jarry),Villeray-Saint-Michel-Parc-Extension,-73.62828433513641,45.54371190262865,10,1,0,1
6335,du Rosaire / St-Hubert,Villeray-Saint-Michel-Parc-Extension,-73.6215104162693,45.54481928225348,10,7,2,0
6336,Faillon / St-Hubert,Villeray-Saint-Michel-Parc-Extension,-73.61793905496597,45.54297175887712,5,5,0,5
6338,de Chateaubriand / Jarry,Villeray-Saint-Michel-Parc-Extension,-73.62699151039122,45.54595481682399,10,5,0,0
6339,Harvard / de Monkland,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.62403571605682,45.474565185029945,10,7,0,0
6340,de la Roche / Everett,Villeray-Saint-Michel-Parc-Extension,-73.614841,45.544867,10,2,0,0
6341,Regina / de Verdun,Verdun,-73.570769,45.467369,15,11,0,11
6343,Marquette / Villeray,Villeray-Saint-Michel-Parc-Extension,-73.61529305577278,45.55068361610596,10,7,0,0
6344,St-Dominique / Jean-Talon,Villeray-Saint-Michel-Parc-Extension,-73.61756354570389,45.53524809921431,10,8,2,0
6345,Louis-Hémon / Villeray,Villeray-Saint-Michel-Parc-Extension,-73.61073732376097,45.55496126357668,5,5,0,0
6346,Nicolet / Sherbrooke,Mercier-Hochelaga-Maisonneuve,-73.55464696884155,45.54969542033443,10,2,0,0
6347,Métro St-Michel (Shaughnessy / St-Michel),Villeray-Saint-Michel-Parc-Extension,-73.599658,45.559199,5,2,0,0
6349,Ryde / Charlevoix,Le Sud-Ouest,-73.5646007,45.4757434,10,3,0,3
6350,Island / Centre,Le Sud-Ouest,-73.56475353240967,45.48149081388884,10,10,0,0
6354,Marcil / Sherbrooke,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.613924,45.471743,10,10,0,0
6355,Ontario / Sicard,Mercier-Hochelaga-Maisonneuve,-73.53744059801102,45.55626186680846,15,7,0,7
6356,de Monkland / Girouard,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.6214379966259,45.47710675189806,15,14,1,0
6357,13e avenue / St-Zotique,Rosemont-La Petite-Patrie,-73.5887485742569,45.557487317400046,10,6,0,0
6358,1ère  avenue / St-Zotique,Rosemont-La Petite-Patrie,-73.59392791986465,45.551937362101,5,2,2,0
6359,Ste-Catherine / St-Laurent,Ville-Marie,-73.5638952255249,45.50981336049594,25,8,0,8
6360,8e avenue / Beaubien,Rosemont-La Petite-Patrie,-73.58752,45.553215,5,1,4,0
6361,Molson / Beaubien,Rosemont-La Petite-Patrie,-73.59115451574326,45.54968589617967,10,2,0,0
6362,1ère avenue / Rosemont,Rosemont-La Petite-Patrie,-73.58486741781235,45.54779995287998,10,3,0,0
6363,de la Côte St-Antoine / Royal,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.6198702454567,45.46892698487744,10,9,0,0
6364,de Chambly / Rachel,Rosemont-La Petite-Patrie,-73.55826258659361,45.54991069359101,15,13,0,0
6366,Wilderton  / Van Horne,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.6247518658638,45.51014162409143,10,6,0,0
6367,3e avenue / Dandurand,Rosemont-La Petite-Patrie,-73.57899874448776,45.54729491851639,10,10,0,0
6368,10e avenue / Masson,Rosemont-La Petite-Patrie,-73.57335269451141,45.55030553030546,10,10,0,2
6369,U. Concordia - Campus Loyola (Sherbrooke / West Broadway),Côte-des-Neiges-Notre-Dame-de-Grâce,-73.6394852399826,45.45750908083069,15,1,0,1
6370,d'Orléans / Masson,Rosemont-La Petite-Patrie,-73.569847,45.557192,10,1,6,0
6371,4e avenue / Masson,Rosemont-La Petite-Patrie,-73.575515,45.546978,15,5,0,0
6372,1ère avenue / Masson,Rosemont-La Petite-Patrie,-73.57645065,45.5451997,20,5,0,0
6373,7e avenue / St-Joseph Rosemont,Rosemont-La Petite-Patrie,-73.56986984610558,45.547226645250745,10,4,2,0
6374,15e avenue / Masson,Rosemont-La Petite-Patrie,-73.5713866353035,45.55389801568004,10,10,0,0
6375,Métro Place St-Henri (St-Ferdinand / St-Jacques),Le Sud-Ouest,-73.587238,45.477249,15,9,0,0
6376,de Chambly / St-Joseph,Rosemont-La Petite-Patrie,-73.56529533863068,45.552842358447656,10,8,0,0
6377,Grand Trunk / Hibernia,Le Sud-Ouest,-73.56385,45.47968,10,3,2,0
6379,de l'Église / Bannantyne,Verdun,-73.57587933540344,45.4632535358533,10,3,0,0
6380,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),Rosemont-La Petite-Patrie,-73.561916,45.551584,10,9,0,0
6381,Omer-Lavallée / du Midway,Rosemont-La Petite-Patrie,-73.56217458844185,45.5457759528664,10,2,3,0
6383,Bourbonnière / du Mont-Royal,Rosemont-La Petite-Patrie,-73.56049418449402,45.55357073967113,10,8,2,0
6384,Darling / Sherbrooke,Rosemont-La Petite-Patrie,-73.55666935443878,45.54545890380305,10,3,0,0
6385,de Bordeaux / Gilford,Le Plateau-Mont-Royal,-73.5762870311737,45.53611005443118,10,1,0,0
6386,Métro Préfontaine (Moreau / Hochelaga),Mercier-Hochelaga-Maisonneuve,-73.55571448802948,45.54178033474308,20,10,0,0
6387,Métro Joliette  (Joliette / Hochelaga),Mercier-Hochelaga-Maisonneuve,-73.5515570640564,45.54690718297082,20,7,0,0
6389,Boyer / Jean-Talon,Rosemont-La Petite-Patrie,-73.61248075962067,45.54158631132448,15,9,6,0
6391,Aylwin / Ontario,Mercier-Hochelaga-Maisonneuve,-73.54533970355988,45.54428417385149,30,26,0,16
6393,Dézéry / Ontario,Mercier-Hochelaga-Maisonneuve,-73.54754984378815,45.54111008519643,30,24,0,22
6394,Valois / Ontario,Mercier-Hochelaga-Maisonneuve,-73.54467451572418,45.54740496161695,35,23,0,23
6395,Métro Viau (Pierre-de-Coubertin / Viau),Mercier-Hochelaga-Maisonneuve,-73.54661107063293,45.561782815423854,15,14,0,0
6396,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),Mercier-Hochelaga-Maisonneuve,-73.55155974626541,45.55421375524564,20,16,0,0
6397,Marché Maisonneuve,Mercier-Hochelaga-Maisonneuve,-73.53978216648102,45.55321884238814,20,16,0,4
6398,Desjardins / Ontario,Mercier-Hochelaga-Maisonneuve,-73.54087248444557,45.5511918874866,20,8,0,0
6401,des Seigneurs / Notre-Dame,Le Sud-Ouest,-73.5690826177597,45.48772278774177,20,4,0,0
6402,Ste-Émilie / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,-73.585389778018,45.47266800851548,15,10,0,4
6403,Georges-Vanier / Notre-Dame,Le Sud-Ouest,-73.5719633102417,45.48504797982277,10,10,0,6
6404,Quesnel / Vinet,Le Sud-Ouest,-73.577514,45.485889,10,2,0,2
6405,Duvernay / Charlevoix,Le Sud-Ouest,-73.57487618923187,45.4820980397155,15,12,0,1
6406,Marché Atwater,Le Sud-Ouest,-73.57759863138199,45.48020822800015,50,35,0,34
6407,Charlevoix / Lionel-Groulx,Le Sud-Ouest,-73.57731164,45.48392802,15,8,0,8
6408,Métro Georges-Vanier (St-Antoine / Canning),Le Sud-Ouest,-73.57656,45.4891,10,10,0,9
6409,Lionel-Groulx / George-Vanier,Le Sud-Ouest,-73.5737469792366,45.48621939184824,10,8,0,7
6410,Métro Crémazie (Crémazie / Lajeunesse),Ahuntsic-Cartierville,-73.63842844963074,45.54640752148169,5,4,0,0
6411,Clark / Prince-Arthur,Le Plateau-Mont-Royal,-73.57296109199524,45.5133025720765,25,6,17,0
6412,Complexe sportif Claude-Robillard,Ahuntsic-Cartierville,-73.638615,45.553262,10,2,0,0
6413,Union / Cathcart,Ville-Marie,-73.56875538825989,45.50355184389659,20,1,0,0
6414,Parc St-Henri (Laporte / Guay),Le Sud-Ouest,-73.58590811491013,45.48013378575666,10,2,0,0
6415,de Melrose / Sherbrooke,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.61696138978003,45.46981978744856,10,6,0,2
6416,Notre-Dame-de-Grâce / Décarie,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.61537218093872,45.47735333523628,15,3,11,0
6417,de la Salle / Hochelaga,Mercier-Hochelaga-Maisonneuve,-73.54749351739883,45.55415230370231,10,7,0,7
6418,Paré / Mountain Sights,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.65294188261032,45.49810026070624,5,1,0,0
6419,Beaucourt / de la Côte-Ste-Catherine,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.633649,45.491513,10,9,0,5
6420,Métro Snowdon (de Westbury / Queen-Mary),Côte-des-Neiges-Notre-Dame-de-Grâce,-73.62814217805862,45.48538473242346,10,2,0,0
6421,Cartier / Rosemont,Rosemont-La Petite-Patrie,-73.59104454517365,45.54124722370603,10,6,4,0
6422,Fleury / Lajeunesse,Ahuntsic-Cartierville,-73.66208285093306,45.55357892880519,5,5,0,5
6423,Hôpital général juif (de la Côte Ste-Catherine / Légaré),Côte-des-Neiges-Notre-Dame-de-Grâce,-73.629822,45.496302,10,10,0,0
6424,Square Chaboillez (St-Jacques / de la Cathédrale),Ville-Marie,-73.56491714715958,45.49656303562923,40,5,0,5
6425,Métro de l'Église (Ross / de l'Église),Verdun,-73.56592163443565,45.462846046287325,10,1,0,0
6426,Métro Verdun (Willibrord / de Verdun),Verdun,-73.57209205627441,45.459487694540734,15,2,0,0
6427,Métro Lasalle (de Rushbrooke / Caisse),Verdun,-73.56542240828276,45.47069642604657,10,7,1,0
6428,Berlioz / de l'Île des Soeurs,Verdun,-73.54395568370819,45.45998577640931,10,8,0,5
6429,Place du Commerce,Verdun,-73.54259,45.46714,10,7,0,7
6432,de Maisonneuve / Greene,Westmount,-73.58929306,45.48697062,10,3,2,0
6433,Hillside / Ste-Catherine,Westmount,-73.59084337949753,45.48282602624293,10,6,3,0
6434,Victoria / de Maisonneuve,Westmount,-73.60016942024231,45.47742856483265,10,6,0,0
6435,Victoria Hall,Westmount,-73.6003303527832,45.48129146961133,10,5,0,3
6436,Argyle / Sherbrooke,Westmount,-73.5957974300254,45.48580087370364,10,4,0,0
6501,Metro Jean-Drapeau (Chemin Macdonald),Ville-Marie,-73.5311159491539,45.512800575819625,20,20,0,0
6502,Casino de Montréal,Ville-Marie,-73.52457672,45.5063732,5,5,0,2
6503,Métro Parc  (Ogilvy / Hutchison),Villeray-Saint-Michel-Parc-Extension,-73.6243924498558,45.53035130173597,10,10,0,3
6504,La Ronde,Ville-Marie,-73.53533238172531,45.52156536710626,10,3,0,3
6700,de la Salle / Ste-Catherine,Mercier-Hochelaga-Maisonneuve,-73.53443384170531,45.54996328646854,20,11,0,7
6701,Stanley / Sherbrooke,Ville-Marie,-73.57717752456664,45.50104110864491,15,12,0,0
6702,Métro Assomption (Chauveau / de l'Assomption),Mercier-Hochelaga-Maisonneuve,-73.548081,45.569789,5,5,0,0
6703,Jardin Botanique (Pie-IX / Sherbrooke),Rosemont-La Petite-Patrie,-73.55535507202148,45.55500446099039,5,2,0,0
6704,19e avenue / St-Zotique,Rosemont-La Petite-Patrie,-73.585643,45.561594,10,9,0,0
6705,5e avenue / Bannantyne,Verdun,-73.57614,45.456365,10,3,0,0
6706,Beatty / de Verdun,Verdun,-73.5725748538971,45.450729976972944,10,9,0,0
6707,Métro Jolicoeur (Drake / de Sève),Le Sud-Ouest,-73.58193710446358,45.45608545783109,10,1,8,0
6709,Le Caron / Marc-Sauvalle ,Le Sud-Ouest,-73.584039,45.461685,10,10,0,8
6710,Chambord / Fleury,Ahuntsic-Cartierville,-73.65832507610321,45.55982811984724,5,5,0,2
6711,Alexandra / Waverly,Rosemont-La Petite-Patrie,-73.617842,45.531938,5,5,0,3
6712,LaSalle / Crawford,Verdun,-73.58274042606354,45.43791380065227,5,2,0,0
6713,29e avenue / St-Zotique,Rosemont-La Petite-Patrie,-73.57968807220459,45.56776565172907,5,4,0,0
6714,LaSalle / 90e avenue,LaSalle,-73.64422470331192,45.417147421132526,5,3,0,0
6715,Natatorium (LaSalle / Rolland),Verdun,-73.57509076595306,45.44454701497536,5,4,1,0
6716,Francis / Fleury,Ahuntsic-Cartierville,-73.6555677652359,45.56387237463668,5,1,0,0
6717,de Kent / Victoria,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.63870203495026,45.49456403292622,10,7,0,6
6718,Grand Boulevard / Sherbrooke,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.623295,45.466569,5,1,0,0
6719,Park Row O / Sherbrooke,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.63407254219055,45.46072936353252,5,4,0,0
6720,Ontario / Viau,Mercier-Hochelaga-Maisonneuve,-73.535496,45.5594818,10,6,0,6
6721,Métro Cadillac (de Cadillac / Sherbrooke),Mercier-Hochelaga-Maisonneuve,-73.54683637619019,45.5769632283486,5,5,0,0
6722,du Quesne / Pierre-de-Coubertin,Mercier-Hochelaga-Maisonneuve,-73.53884875774384,45.57498439946887,10,6,0,0
6723,26e avenue / Beaubien,Rosemont-La Petite-Patrie,-73.577639,45.564944,5,2,0,0
6724,Léa-Roback / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,-73.582643866539,45.47166862589184,20,13,0,13
6725,Métro Monk (Allard / Beaulieu),Le Sud-Ouest,-73.5940272,45.45085122,10,1,3,0
6726,Hamel / Sauvé,Ahuntsic-Cartierville,-73.6505614221096,45.56076192837154,5,5,0,0
6727,de la Sucrerie / Centre,Le Sud-Ouest,-73.56091797351837,45.48408128505464,15,7,0,0
6728,d'Outremont / Ogilvy,Villeray-Saint-Michel-Parc-Extension,-73.62672328948975,45.52687028194893,5,5,0,0
6729,St-André / Ste-Catherine,Ville-Marie,-73.5581123828888,45.516426545782224,15,11,0,8
6730,35e avenue / Beaubien,Rosemont-La Petite-Patrie,-73.573047,45.570081,5,2,0,0
6731,28e avenue / Rosemont,Rosemont-La Petite-Patrie,-73.571244,45.564353,10,7,0,2
6732,Fortune / Wellington,Le Sud-Ouest,-73.559038,45.477923,10,1,0,1
6733,Villeray / de Normanville,Villeray-Saint-Michel-Parc-Extension,-73.6185210943222,45.547172039327485,10,4,0,0
6734,Lajeunesse / Villeray,Villeray-Saint-Michel-Parc-Extension,-73.6225471,45.54211889,10,7,3,0
6735,Villeray / St-Michel,Villeray-Saint-Michel-Parc-Extension,-73.6039674282074,45.56105928295798,5,5,0,3
6736,Métro Henri-Bourassa (Henri-Bourassa / Millen),Ahuntsic-Cartierville,-73.66716161370277,45.55675103297278,5,4,0,4
6737,Jacques-Casault / Christophe-Colomb,Ahuntsic-Cartierville,-73.630103,45.552123,5,3,0,0
6738,Union / René-Lévesque,Ville-Marie,-73.56658279895781,45.50235036136798,20,6,12,0
6739,Pierre-de-Coubertin / Langelier,Mercier-Hochelaga-Maisonneuve,-73.5353136062622,45.580314546424674,5,5,0,3
6741,Canning / Notre-Dame,Le Sud-Ouest,-73.5702332854271,45.48631864401023,10,3,0,0
6742,St-Patrick / Briand,Le Sud-Ouest,-73.59643578529356,45.46339729163665,10,10,0,5
6743,St-Marc / Sherbrooke,Ville-Marie,-73.583368,45.494514,15,13,2,0
6744,Hamilton / Jolicoeur,Le Sud-Ouest,-73.597557,45.456355,5,5,0,1
6745,de l'Épée / Jean-Talon,Villeray-Saint-Michel-Parc-Extension,-73.62388283014297,45.52797966680089,5,2,0,0
6746,Métro Acadie (de l'Acadie / Beaumont),Villeray-Saint-Michel-Parc-Extension,-73.62344294786453,45.52357479400008,5,5,0,0
6747,Waverly / St-Zotique,Rosemont-La Petite-Patrie,-73.61470833420753,45.53050525974957,10,7,0,7
6748,Young / Wellington,Le Sud-Ouest,-73.55797827243805,45.49282530947313,20,13,0,2
6749,St-Jacques / St-Laurent,Ville-Marie,-73.55646550655365,45.50642115207643,10,5,0,2
6750,de Mentana / Gilford,Le Plateau-Mont-Royal,-73.58385890722275,45.52872356043453,10,1,5,0
6752,Hutchison / Beaubien,Rosemont-La Petite-Patrie,-73.61296892166138,45.52605851018324,10,3,0,0
6753,Centre ÉPIC (St-Zotique / 40e avenue),Rosemont-La Petite-Patrie,-73.57462137937546,45.57414703721992,5,2,1,0
6754,Eadie / Dubois,Le Sud-Ouest,-73.59052859581423,45.45759682462104,10,10,0,10
6901,Gare d'autocars de Montréal (Berri / Ontario),Ville-Marie,-73.5639488697052,45.51689676614314,20,11,0,11
6902,Montcalm / Ontario,Ville-Marie,-73.56227517127991,45.521081043206834,25,1,0,1
6903,St-Dominique / Napoléon,Le Plateau-Mont-Royal,-73.57722043991089,45.51666442219882,15,5,0,0
6904,Fabre / Beaubien,Rosemont-La Petite-Patrie,-73.59787344932556,45.5420595590383,10,2,0,0
6905,Parc Rosemont (Dandurand / d'Iberville),Rosemont-La Petite-Patrie,-73.581018,45.544377,10,10,0,1
6906,Métro Rosemont (de St-Vallier / Rosemont),Rosemont-La Petite-Patrie,-73.59816044569016,45.5319548635849,60,10,18,0
6907,Boyer / Rosemont,Rosemont-La Petite-Patrie,-73.595478,45.534136,30,6,24,0
6908,de Bellechasse / de St-Vallier,Rosemont-La Petite-Patrie,-73.60112428665161,45.53341043363302,10,7,0,5
6910,Boyer / Beaubien,Rosemont-La Petite-Patrie,-73.602026,45.537041,20,3,14,0
6912,Métro Beaubien (de Chateaubriand / Beaubien),Rosemont-La Petite-Patrie,-73.60363483428955,45.5353599615622,45,29,0,0
6913,Drolet / Beaubien,Rosemont-La Petite-Patrie,-73.605834,45.533348,20,3,15,0
6915,Alma / Beaubien,Rosemont-La Petite-Patrie,-73.60665500164032,45.53243586450861,15,10,0,10
6916,Parc du Pélican (2e avenue / St-Joseph),Rosemont-La Petite-Patrie,-73.571564,45.544513,10,10,0,0
6917,Basile-Routhier / Chabanel,Ahuntsic-Cartierville,-73.64765658974648,45.54986843142164,5,3,0,3
6918,Garnier / des Carrières,Rosemont-La Petite-Patrie,-73.58993947505951,45.53755266430292,15,5,8,0
6919,Bibliothèque de Rosemont (9e avenue / Rosemont),Rosemont-La Petite-Patrie,-73.58185529708862,45.55201648333515,10,9,1,0
6921,Augustin-Cantin / Shearer,Le Sud-Ouest,-73.5634366,45.48401829,10,9,0,9
6923,Marquette / Jean-Talon,Villeray-Saint-Michel-Parc-Extension,-73.60766887664795,45.54740777921938,10,2,0,0
6924,de Bordeaux / Jean-Talon,Villeray-Saint-Michel-Parc-Extension,-73.60556602478027,45.54975479298636,5,1,0,0
6925,des Écores / Jean-Talon,Villeray-Saint-Michel-Parc-Extension,-73.60286772251129,45.55236372328009,10,9,0,1
6926,Marie-Anne / St-Hubert,Le Plateau-Mont-Royal,-73.5788968205452,45.5246829812827,10,9,1,0
6927,Édouard-Montpetit / de Stirling,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.615085,45.50723,35,19,16,0
6928,Jean-Brillant / McKenna,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.61886978149414,45.49876714523858,30,29,1,0
6929,St-André / St-Grégoire,Le Plateau-Mont-Royal,-73.59242051839828,45.53147464147482,10,4,0,0
6930,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),Villeray-Saint-Michel-Parc-Extension,-73.61544728279114,45.55984236120471,5,2,0,1
7001,Ball / Querbes,Villeray-Saint-Michel-Parc-Extension,-73.6321359872818,45.531177514650885,10,3,0,0
7002,Meunier / Fleury,Ahuntsic-Cartierville,-73.66681426763535,45.54485857398681,5,5,0,2
7003,Métro Guy-Concordia (Guy / St-Catherine),Ville-Marie,-73.57773274183273,45.49498148219463,25,19,6,0
7004,Émile-Journault / de Chateaubriand,Ahuntsic-Cartierville,-73.64063255488873,45.54983321292286,5,5,0,5
7005,Marquette / Fleury,Ahuntsic-Cartierville,-73.65378744900227,45.56735205736566,5,4,0,0
7006,Clark / Fleury,Ahuntsic-Cartierville,-73.6655656993389,45.54764847825576,5,1,0,0
7007,Kirkfield / de Chambois,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.63389015197754,45.51293324107222,10,8,0,2
7008,Rousselot / Jarry,Villeray-Saint-Michel-Parc-Extension,-73.62091094255447,45.55076907833167,5,1,0,0
7009,Place Émilie-Gamelin (de Maisonneuve / Berri),Ville-Marie,-73.56096625328064,45.51569016499682,25,11,0,0
7010,Coolbrook / Queen-Mary,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.63034427165985,45.48285235405571,5,2,2,0
7011,Panet / de Maisonneuve,Ville-Marie,-73.55614364147186,45.52057363501344,15,3,0,0
7012,St-Hubert / René-Lévesque,Ville-Marie,-73.55646349489689,45.51433537033962,10,7,0,0
7013,Benny / Sherbrooke,Côte-des-Neiges-Notre-Dame-de-Grâce,-73.62659722566605,45.4648769981855,5,5,0,0
7014,Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Côte-des-Neiges-Notre-Dame-de-Grâce,-73.61797660589218,45.50427796704115,35,7,28,0
7015,Parc des Rapides (LaSalle / 6e avenue),LaSalle,-73.59309915918857,45.42947143740888,5,1,0,1
7016,Métro Langelier (Langelier / Sherbrooke),Mercier-Hochelaga-Maisonneuve,-73.54247644543648,45.58284663189181,5,4,0,0
7017,Bennett / Ste-Catherine,Mercier-Hochelaga-Maisonneuve,-73.53242754936218,45.55305326642512,15,1,0,0
7018,Valois / Ste-Catherine,Mercier-Hochelaga-Maisonneuve,-73.53725016117096,45.54522973039872,15,15,0,8
7019,Casgrain / St-Viateur,Le Plateau-Mont-Royal,-73.59879076480864,45.52751292628879,15,11,0,0
7020,St-Germain / Hochelaga,Mercier-Hochelaga-Maisonneuve,-73.55367332696915,45.5436987529516,10,3,0,3
7021,Dollard / Van Horne,Outremont,-73.61646920442581,45.51915286772737,10,2,8,0
7022,Durocher / Bernard,Outremont,-73.60668718814848,45.52222528598142,10,5,5,0
7023,CHSLD St-Michel (Jarry / 8e avenue),Villeray-Saint-Michel-Parc-Extension,-73.61051201820374,45.56169026904608,5,3,0,0
7024,Berri / St-Joseph,Le Plateau-Mont-Royal,-73.58672618865965,45.52723106564012,20,13,7,0
7025,St-Dominique / Bernard,Le Plateau-Mont-Royal,-73.60122251338906,45.52793332015246,15,1,0,0
7026,Maguire / Henri-Julien,Le Plateau-Mont-Royal,-73.59347056655677,45.527041096087785,10,10,0,6
7027,Terrasse Guindon / Fullum,Le Plateau-Mont-Royal,-73.56913894414902,45.537114135456825,10,7,0,0
7028,de Gaspé / St-Viateur,Le Plateau-Mont-Royal,-73.59743893146515,45.52774827884841,15,15,0,0
7029,Cartier / Masson,Le Plateau-Mont-Royal,-73.58352363109587,45.5380207402854,10,2,0,0
7030,de Bordeaux / Marie-Anne,Le Plateau-Mont-Royal,-73.57065707445145,45.53340912723174,10,2,0,0
7031,Berri / Rachel,Le Plateau-Mont-Royal,-73.5772043466568,45.52271891082773,10,7,0,0
7032,Drolet / Laurier,Le Plateau-Mont-Royal,-73.58975838928018,45.52625187609252,45,4,41,0
7033,Aylmer / Prince-Arthur,Le Plateau-Mont-Royal,-73.57769787311554,45.50856686947439,15,5,0,0
7034,Atwater / Greene,Le Sud-Ouest,-73.57782661914825,45.48049514330605,35,13,0,4
7035,Fullum / Gilford,Le Plateau-Mont-Royal,-73.57383679656778,45.53922374455291,10,3,0,0
7036,Labadie / du Parc,Le Plateau-Mont-Royal,-73.59682738780975,45.5198946757576,10,5,0,0
7037,Prince-Arthur / Ste-Famille,Le Plateau-Mont-Royal,-73.57463479042053,45.5116382139746,10,5,0,0
7038,Guilbault / Clark,Le Plateau-Mont-Royal,-73.57523024082184,45.514107949601446,10,3,0,0
7039,du Mont-Royal / Augustin-Frigon,Rosemont-La Petite-Patrie,-73.56772005558014,45.543763151117474,5,1,4,0
7040,St-Urbain / Beaubien,Rosemont-La Petite-Patrie,-73.61067965626717,45.52951033828327,15,5,0,5
7041,de Maisonneuve / Peel,Ville-Marie,-73.57457846403122,45.50095054783712,15,9,0,5
7042,Alexandra / Jean-Talon,Rosemont-La Petite-Patrie,-73.62018674612045,45.53233064590805,10,8,0,1
